name,sample,x,y,z,timestamp,00:0B:86:96:59:A0,00:0B:86:96:59:A1,00:0B:86:96:59:A2,00:0B:86:96:60:80,00:0B:86:96:60:81,00:0B:86:96:60:82,00:0B:86:96:61:C0,00:0B:86:96:61:C1,00:0B:86:96:61:C2,00:0B:86:96:62:60,00:0B:86:96:62:61,00:0B:86:96:62:62,00:0B:86:96:62:68,00:0B:86:96:62:69,00:0B:86:96:62:6A,00:0B:86:96:63:A0,00:0B:86:96:69:00,00:0B:86:96:69:01,00:0B:86:96:69:02,00:0B:86:96:6F:02,00:0B:86:96:70:C2,00:0B:86:96:75:40,00:0B:86:96:9C:60,00:0B:86:96:9C:61,00:0B:86:96:9C:62,00:0B:86:96:9E:00,00:0B:86:96:A0:41,00:0B:86:96:A0:42,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:79:9E,00:11:32:B6:7A:25,00:11:32:B6:7A:26,00:11:32:B6:7A:7F,00:11:32:B6:7C:1E,00:11:32:B6:80:33,00:11:32:B6:85:47,00:11:32:B6:85:C9,00:11:32:B6:86:00,00:11:32:B6:87:7C,00:11:32:E3:3A:5B,00:11:32:E3:3A:5C,00:1A:1E:F3:67:A0,00:1D:AA:0F:AC:F8,04:8D:38:04:4E:86,04:8D:38:04:4E:89,04:D4:C4:40:ED:48,04:D4:C4:B5:E5:28,04:D9:F5:12:66:50,04:D9:F5:D9:F4:A0,0A:28:19:84:B7:DF,0C:80:63:03:D2:D6,0C:9D:92:02:8B:20,0C:9D:92:02:8B:40,0C:9D:92:02:8B:4C,0C:9D:92:54:AB:50,10:62:EB:D5:AC:C1,10:62:EB:D5:AC:C3,10:6F:3F:39:48:FE,16:11:32:9D:2B:30,16:11:32:9D:2B:31,16:11:32:9D:30:3A,16:11:32:9D:30:3B,16:11:32:AD:8C:83,16:11:32:B6:7A:7F,16:11:32:B6:7B:24,16:11:32:B6:80:33,16:11:32:B6:85:47,16:11:32:B6:86:00,16:11:32:B6:86:01,16:11:32:B6:87:7C,1C:87:2C:CE:8F:B0,24:4B:FE:E4:03:50,28:ED:E0:C8:39:99,2C:FD:A1:0B:86:30,38:D5:47:1E:82:D4,40:3F:8C:E3:E4:F5,40:9B:CD:A0:2D:18,40:B0:76:34:03:48,40:B0:76:34:03:4C,44:A5:6E:41:9B:BA,44:A5:6E:41:9B:BC,4A:E2:44:27:58:F2,4C:E6:76:22:AE:0C,54:13:79:71:75:B0,60:E3:27:EB:D7:6C,62:70:71:4D:42:59,64:70:02:61:A9:EC,6C:F3:7F:31:F6:E1,6C:F3:7F:31:F6:E2,6C:F3:7F:31:FA:20,6C:F3:7F:31:FA:21,6C:F3:7F:31:FA:22,6C:F3:7F:3A:B7:B0,6C:F3:7F:3A:B7:B1,6C:F3:7F:3A:B7:B2,6C:F3:7F:3A:C1:52,6C:F3:7F:3A:C2:90,6C:F3:7F:3A:C2:91,6C:F3:7F:3A:C2:92,74:DA:38:10:10:60,74:DA:38:D4:E9:80,74:DA:DA:E2:2A:1A,78:D2:94:C5:33:64,84:D8:1B:35:ED:BA,86:2A:FD:78:C5:90,8C:3B:AD:22:02:66,8C:3B:AD:22:02:68,90:9A:4A:09:41:62,90:9A:4A:09:41:63,A2:9A:4A:09:41:64,A2:C9:E3:4B:6C:90,AA:9A:4A:09:41:65,AA:C9:E3:4B:6C:91,B0:6E:BF:3E:C6:B8,B8:27:EB:A2:E0:72,B8:A3:86:57:17:67,C0:C9:E3:4B:6C:9E,C0:C9:E3:4B:6C:9F,D4:5D:64:E0:9F:88,D4:5D:64:E0:9F:8C,D4:5D:64:E1:66:94,D4:EE:07:14:54:72,DA:3B:BF:FC:22:5E,DA:96:F2:A6:23:93,DC:74:A8:FF:5C:8A,DC:FB:02:61:9E:31,DC:FB:02:61:9E:36,F4:28:53:7D:81:EE,F6:28:53:78:81:EE
wlan0,0,1.1,2.74,1.01,1621511353.0973608,,,,,,,-65.0,,-63.0,-52.0,-48.0,-53.0,-78.0,-78.0,-77.0,-61.0,,,,,-51.0,,,,,,,,-34.0,-29.0,-27.0,-50.0,,,,-52.0,,,,,,,,,,,-54.0,-77.0,,-52.0,,,,,-26.0,-65.0,-74.0,,,,,-64.0,,-27.0,-38.0,-39.0,-51.0,,,,,,,,,,,,,,-57.0,-70.0,,-73.0,-60.0,,,,,,,,-48.0,-66.0,-72.0,,,-72.0,,,,,,,,,-83.0,-54.0,,-72.0,-80.0,,-80.0,-81.0,,,,,-54.0,-82.0,-74.0,-56.0,-77.0,-77.0,,,,,-50.0,-71.0,,
wlan0,1,1.1,2.74,1.01,1621511357.2498536,,,,,,,-65.0,,-63.0,-62.0,-53.0,-53.0,-77.0,-78.0,-78.0,-60.0,,,,,-49.0,,,,,,,,-39.0,-34.0,-26.0,-51.0,,,,-52.0,,,,,,,-48.0,,,,-53.0,-78.0,,-52.0,,,,,-27.0,-65.0,-74.0,,,,,-64.0,,-27.0,-38.0,-39.0,-51.0,,,,,,,,,,,,,,-47.0,-70.0,,-74.0,-60.0,,,,,,,,-48.0,-66.0,-65.0,,,-71.0,,,,,,,,-84.0,-82.0,-54.0,,-71.0,-81.0,,-81.0,-82.0,,,,,-46.0,-82.0,-74.0,-56.0,-77.0,-77.0,,,,,-52.0,-70.0,,
wlan0,2,1.1,2.74,1.01,1621511361.4515624,,,,,,,-65.0,,-63.0,-59.0,-53.0,-53.0,-79.0,-79.0,-79.0,-60.0,,,,,-53.0,,,,,,,,-41.0,-26.0,-25.0,-48.0,,,,-53.0,,,,,,,-48.0,,,,-54.0,-79.0,,-55.0,,,,,-28.0,-65.0,-75.0,,,,,-64.0,,-71.0,-38.0,-39.0,-52.0,,,,,,,,,,,,,,-51.0,-70.0,,-72.0,-55.0,,,,,,,,-48.0,-67.0,-66.0,,,-71.0,,,,,,,,-84.0,-82.0,-54.0,,-71.0,-82.0,,-81.0,-82.0,,,,,-64.0,-83.0,-70.0,-56.0,-77.0,-78.0,,,,,-47.0,-71.0,,
wlan0,3,1.1,2.74,1.01,1621511365.6365411,,,,,,,-65.0,,-63.0,-59.0,-62.0,-62.0,-81.0,-82.0,-81.0,-60.0,,,,,-53.0,,,,,,,,-30.0,-26.0,-23.0,-57.0,-71.0,,-88.0,-47.0,,,,,,,-48.0,,-72.0,,-54.0,-78.0,,-56.0,,,,,-26.0,-65.0,-74.0,,,,,-33.0,,-25.0,-38.0,-39.0,-51.0,,,,,,,,,,,,,,-49.0,-71.0,,-74.0,-55.0,,,,,,,,-48.0,-67.0,-69.0,,,-71.0,,,,,,,,-84.0,-82.0,-54.0,-58.0,-71.0,-80.0,-68.0,-80.0,-81.0,,,,,-55.0,-82.0,-70.0,-56.0,-77.0,-77.0,,,,,-47.0,-71.0,,
wlan0,4,1.1,2.74,1.01,1621511369.8355782,,,,,,,-65.0,,-63.0,-57.0,-62.0,-62.0,-78.0,-77.0,-78.0,-60.0,,,,,-51.0,,,,,,,,-31.0,-29.0,-26.0,-49.0,-71.0,,-90.0,-52.0,,-59.0,,,,,-48.0,,-71.0,,-57.0,-77.0,,-59.0,,,,,-25.0,-65.0,-75.0,,,,,-35.0,,-28.0,-38.0,-39.0,-49.0,,,,,,,,,,,,,,-51.0,-69.0,,-74.0,-56.0,,,,,,,,-66.0,-67.0,-67.0,,,-71.0,,,,,,,,-84.0,-82.0,-54.0,-58.0,-73.0,-80.0,-68.0,-80.0,-82.0,,,,,-54.0,-82.0,-68.0,-54.0,-78.0,-78.0,,,,,-49.0,-71.0,,
wlan1,0,1.1,2.74,1.01,1621511376.3937712,,,,-81.0,-81.0,-79.0,,,,-65.0,-67.0,,,,,-75.0,,,,,-53.0,,,,,,,,-43.0,-33.0,-35.0,-55.0,-77.0,,,,,,,,,,,,-89.0,,-67.0,,,,,,,,-31.0,,,,,,,-41.0,,,,,,,,,,,,,-73.0,,,,,,,,,,-69.0,,,,,,,,-83.0,-83.0,-85.0,,,-89.0,,,,-87.0,,,,,,-65.0,,,,,,,,,-85.0,,-79.0,,,,,,,,,,-59.0,,,
wlan1,1,1.1,2.74,1.01,1621511380.8717644,,,,-81.0,-81.0,-77.0,,,,-65.0,-67.0,,,,,-75.0,,,,-85.0,-55.0,,,,,,,,-43.0,-33.0,-37.0,-55.0,-77.0,,,-57.0,,,,,,,,,-85.0,,-59.0,,,,,,,,-31.0,-73.0,,,,-91.0,,-41.0,,,,,,,,,-79.0,,,,-75.0,,,,,,-51.0,,-67.0,,-71.0,,,-93.0,,-69.0,,,-83.0,-83.0,-83.0,,,-89.0,,,,-89.0,,,,,,-65.0,,,,,,,,,-85.0,,-81.0,,,-71.0,,,,,,,-61.0,,,
wlan1,2,1.1,2.74,1.01,1621511385.336666,,,,-81.0,-81.0,-77.0,,,,-65.0,-69.0,,,,,-75.0,,,,-83.0,-55.0,,,,,,,,-43.0,-31.0,-37.0,-53.0,-77.0,,,-57.0,,,-89.0,,,,,,-85.0,,-61.0,,,,,,,,-31.0,-71.0,,,,-91.0,,-41.0,,,,,-47.0,,,,-79.0,,,,-71.0,,,,,-85.0,-53.0,,-67.0,,-73.0,,,-89.0,,-69.0,,,-83.0,-85.0,-85.0,,,-89.0,,-91.0,-93.0,-89.0,,,,,,-65.0,,,,,,,,-77.0,-85.0,,-81.0,,,-71.0,,,,,,,-59.0,,,
wlan1,3,1.1,2.74,1.01,1621511389.8298779,,,,-81.0,-81.0,-77.0,,,-75.0,-65.0,-67.0,-67.0,,,,-77.0,,,,-85.0,-47.0,,,,,,,,-43.0,-33.0,-35.0,-55.0,-79.0,,,-57.0,,,-89.0,,,,,,-85.0,,-69.0,,,,,,,,-31.0,-69.0,,,,-91.0,,-45.0,,,,,-47.0,,,,-79.0,,,,-75.0,,,,,-85.0,-53.0,,-67.0,,-73.0,,,-89.0,,-69.0,,,-85.0,-85.0,-83.0,,,-89.0,,-91.0,-91.0,-89.0,,,,,,-65.0,-69.0,,,,,,,-77.0,-85.0,,-81.0,,-77.0,-71.0,,,,,,,-61.0,,,
wlan1,4,1.1,2.74,1.01,1621511394.320468,,-89.0,,-81.0,-81.0,-77.0,,,-75.0,-69.0,-67.0,-67.0,,,,-77.0,,,,-85.0,-57.0,,,,,,,,-43.0,-33.0,-37.0,-55.0,-77.0,,,-57.0,,,-89.0,,,,-83.0,,-83.0,,-59.0,,,,,,-87.0,,-31.0,-69.0,,-77.0,,-89.0,,-43.0,,,,,-47.0,,,,-79.0,,-83.0,,-71.0,,,,,-85.0,-53.0,,-67.0,,-73.0,,,-89.0,,-69.0,,,-85.0,-83.0,-85.0,,,-87.0,,-87.0,-91.0,-91.0,,,,,,-65.0,-69.0,,,,,,,-77.0,-85.0,,-81.0,,-77.0,-71.0,,,,,,,-61.0,,,
wlan2,0,1.1,2.74,1.01,1621511405.1623962,,,,-81.0,,-73.0,,-57.0,,-65.0,,,,,,,,,,-87.0,-43.0,,,,,,,,-31.0,-37.0,-29.0,-43.0,-67.0,,,-47.0,,,,,,,,,-81.0,,-59.0,,,-69.0,,,,,-29.0,,,,,,,,,-35.0,,,-41.0,,,,,,,,,,,,,-81.0,-51.0,,-55.0,,-61.0,,,,,-67.0,,,-69.0,-71.0,-65.0,-67.0,-77.0,-75.0,,-85.0,-89.0,,,,,,,,,,,-67.0,,,,-61.0,-73.0,,-63.0,,,-61.0,,,,,,,,,,
wlan2,1,1.1,2.74,1.01,1621511409.6785293,,,,-81.0,,-73.0,,-57.0,-69.0,-65.0,-67.0,,,,,-57.0,,,,-87.0,-41.0,,,,,,,,-31.0,-35.0,-27.0,-43.0,-67.0,,,-47.0,,,,,-61.0,,,,-79.0,,-57.0,,,-65.0,,,,,-31.0,-71.0,,,,,,-31.0,,-35.0,,,-41.0,,,,-59.0,,,,,,,,,-81.0,-49.0,,-53.0,,-61.0,,,,,-67.0,,,-71.0,-71.0,-69.0,-71.0,-73.0,-75.0,,-91.0,-89.0,,,,,,,,-57.0,,,-67.0,,,,-61.0,-73.0,,-65.0,,-65.0,-61.0,,,,,,,-61.0,,,
wlan2,2,1.1,2.74,1.01,1621511414.1663756,,,,-81.0,,-73.0,,-57.0,-69.0,-65.0,-67.0,-67.0,,,,-57.0,,,,-87.0,-41.0,,,,,,,,-29.0,-35.0,-27.0,-43.0,-77.0,,,-47.0,,,,,-61.0,,,,-75.0,,-69.0,,,-61.0,,,,,-33.0,-71.0,,,,,,-31.0,,-35.0,,,-39.0,,,,-59.0,,,,,,,,,-81.0,-51.0,,-55.0,,-61.0,,,,,-67.0,,,-71.0,-71.0,-71.0,-71.0,-73.0,-73.0,,-91.0,-89.0,,,,,,,,-61.0,,,-67.0,,,,-61.0,-73.0,,-65.0,,-65.0,-61.0,,,-71.0,,,,-61.0,,,
wlan2,3,1.1,2.74,1.01,1621511418.6578774,,,,-81.0,,-77.0,,-57.0,-69.0,-65.0,-67.0,-67.0,,,,-57.0,,,,-83.0,-39.0,-89.0,,,,,,,-31.0,-35.0,-29.0,-43.0,-77.0,,,-47.0,,,,,-61.0,,,,-81.0,,-69.0,,,-61.0,,,,,-31.0,-71.0,,,,,,-31.0,,-35.0,,,-39.0,,,,-59.0,,,,,,,,,-81.0,-49.0,,-55.0,,-61.0,,,,,-67.0,,,-69.0,-71.0,-73.0,-71.0,-73.0,-71.0,,-89.0,-87.0,,,,,,,,-61.0,,,-71.0,,,,-61.0,-73.0,,-65.0,,-65.0,-61.0,,,-71.0,,,,-61.0,,,
wlan0,0,1.1,3.96,1.01,1621506233.2579372,,,,,,,-63.0,-62.0,-64.0,-59.0,-59.0,-58.0,-80.0,-79.0,-80.0,-60.0,,,,,-38.0,,,,,,,,-27.0,-38.0,-28.0,-46.0,,,-84.0,-55.0,,,,,-64.0,,,,,,-54.0,-75.0,,-67.0,,,,,-29.0,,-67.0,,,,,-27.0,-48.0,,-38.0,-38.0,,,,,,,,,,,,,,,-49.0,-58.0,-60.0,-73.0,-62.0,,,,,,,,,,,-71.0,,,,,,,,,,-85.0,,-53.0,,,,,,-78.0,,,-55.0,,-58.0,-79.0,,-53.0,-71.0,,,,,,-48.0,-70.0,,
wlan0,1,1.1,3.96,1.01,1621506237.5711606,,,,,,,-63.0,-62.0,-64.0,-59.0,-59.0,-58.0,-81.0,-81.0,-81.0,-63.0,,,,,-38.0,,,,,,,,-28.0,-36.0,-26.0,-46.0,,,-84.0,-54.0,,,,,-64.0,,,-86.0,,,-54.0,-75.0,,-67.0,,,,,-27.0,,-67.0,,,,,-32.0,-47.0,-36.0,-38.0,-38.0,,,,,,-81.0,,,,,,,,,-47.0,-57.0,-60.0,-73.0,-62.0,,,,,,,,,-69.0,,-71.0,,,,,,,,,,-85.0,,-53.0,,,,-62.0,,-78.0,,,-55.0,,-53.0,-78.0,,-54.0,-71.0,-86.0,,,,,-48.0,-68.0,,
wlan0,2,1.1,3.96,1.01,1621506245.854705,,,,,,,-63.0,-62.0,-65.0,-59.0,-59.0,-58.0,-81.0,-81.0,-82.0,-71.0,,,,,-41.0,,,,,,,,-27.0,-39.0,-26.0,-46.0,,,-85.0,-54.0,,,,,-67.0,,,-86.0,,-71.0,-57.0,-74.0,,-64.0,,,,,-27.0,,-66.0,,,,,-27.0,-47.0,-35.0,-38.0,-38.0,,,-70.0,,,-81.0,,,,,,,,,-50.0,-58.0,-61.0,-74.0,-62.0,,,,,,,,,-69.0,,-71.0,,,,,,,,,,-85.0,,-53.0,,-71.0,,-62.0,,-78.0,,-68.0,-70.0,,-63.0,-79.0,-67.0,-53.0,-72.0,-86.0,,,,,-48.0,-69.0,,
wlan0,3,1.1,3.96,1.01,1621506250.1952765,,,,,,,-61.0,-62.0,-65.0,-59.0,-59.0,-59.0,-79.0,-79.0,-79.0,-71.0,,,,,-39.0,,,,,,,,-27.0,-37.0,-27.0,-47.0,,,-85.0,-54.0,,,,,-67.0,,,-86.0,,-71.0,-57.0,-75.0,,-68.0,,,,,-28.0,,-67.0,,,,,-27.0,-47.0,-35.0,-38.0,-38.0,,,-70.0,,,-81.0,,,,,,,,,-50.0,-57.0,-62.0,-72.0,-61.0,,,,,,,,,-69.0,,-71.0,,-71.0,,,,,,,,-87.0,,-53.0,,-69.0,-83.0,-62.0,-82.0,-77.0,,-68.0,-64.0,,-52.0,-77.0,-67.0,-54.0,-73.0,-86.0,,,,,-51.0,-69.0,,
wlan1,0,1.1,3.96,1.01,1621506258.4614832,-81.0,-83.0,-85.0,,,,-77.0,-77.0,-81.0,,,,,,,-77.0,,,,-89.0,-47.0,-81.0,,,,,,,-43.0,-37.0,-37.0,-53.0,-93.0,,,-67.0,,,,,-73.0,,,,-91.0,-71.0,-69.0,,,-85.0,,,-83.0,,-41.0,,,,,,,-45.0,,,,,,-81.0,-81.0,,,,,-89.0,,,,,,,-55.0,,-67.0,,-63.0,,,,,,,,-83.0,-75.0,-77.0,-85.0,-83.0,-83.0,,,,,-95.0,,,,,-57.0,,,,,,,,,,,-83.0,,,,,,,,,,-55.0,,,
wlan1,1,1.1,3.96,1.01,1621506263.0376234,-81.0,-83.0,-85.0,,,,-71.0,-81.0,-71.0,,,,,,,-77.0,,,,-87.0,-49.0,-81.0,,,,,,,-43.0,-37.0,-35.0,-51.0,-93.0,,,-67.0,,,,,-77.0,,,,-89.0,-71.0,-69.0,,,-85.0,,,-91.0,,-43.0,,,,,,,-41.0,,-37.0,,,,-85.0,-81.0,,,,,-79.0,,,,,,,-57.0,,-67.0,,-63.0,,,,,,,,-81.0,-79.0,-79.0,-83.0,-81.0,-83.0,,,,,-95.0,,,,,-57.0,,,,,,,,,,,-83.0,,-77.0,-75.0,,,,,,,-55.0,,,
wlan1,2,1.1,3.96,1.01,1621506267.5704775,-81.0,-83.0,-85.0,,-79.0,-81.0,-71.0,-81.0,-71.0,,,,,,,-75.0,,,,-91.0,-71.0,-81.0,,,,,-83.0,,-41.0,-35.0,-35.0,-55.0,-91.0,-87.0,,-67.0,,,,,-77.0,,,,-79.0,-71.0,-73.0,,,-85.0,,,-89.0,,-41.0,-81.0,,,,,,-41.0,,-37.0,,,-61.0,-85.0,-81.0,,,,,-79.0,,,,,,,-57.0,,-67.0,,-67.0,,,,,,,,-81.0,-83.0,-81.0,-89.0,-79.0,-81.0,,,,,-95.0,,,,,-57.0,-71.0,,,,,,,,-79.0,,-69.0,,-77.0,-75.0,,,,,,,-55.0,,,
wlan1,3,1.1,3.96,1.01,1621506272.091722,-81.0,-83.0,,,-79.0,-81.0,-81.0,-81.0,-81.0,,,,,,,-75.0,,,,-87.0,-45.0,-93.0,,,,,-83.0,,-41.0,-35.0,-35.0,-53.0,-87.0,-87.0,,-67.0,,,,,-77.0,,,,-85.0,,-73.0,,,-83.0,,,-89.0,,-41.0,-81.0,,,,,,-41.0,,-35.0,,,-67.0,-85.0,-81.0,,,,,-79.0,,,,,,,-55.0,,-67.0,,-61.0,,,,,,,,-81.0,-73.0,-81.0,-87.0,-81.0,-91.0,,,,,-95.0,,,,,-57.0,-71.0,,,,,,,,-75.0,,-81.0,,-77.0,-75.0,,,,,,,-41.0,,,
wlan1,4,1.1,3.96,1.01,1621506276.6853442,-81.0,-83.0,,,-79.0,-81.0,-81.0,-81.0,-81.0,,,,,,,-77.0,,,,-87.0,-51.0,-93.0,,,,,-83.0,,-41.0,-35.0,-35.0,-55.0,-87.0,-87.0,,-69.0,,,,,-77.0,,,,-85.0,,-69.0,,,-83.0,,,-89.0,,-41.0,-75.0,,,,,,-41.0,,-35.0,,,-67.0,-85.0,-81.0,,,,,-81.0,,,,,,,-63.0,,-67.0,,-61.0,,,,,,,,-81.0,-73.0,-77.0,-83.0,-79.0,-87.0,,,,,,,,,,-55.0,-71.0,,,,,,,,-75.0,,-83.0,,-77.0,-75.0,,,,,,,-41.0,,,
wlan2,0,1.1,3.96,1.01,1621506284.8770654,,,,-79.0,,-81.0,,,-73.0,-71.0,,,,,,,,,-83.0,-83.0,-41.0,,-91.0,,,,-87.0,-79.0,-39.0,-25.0,-27.0,-45.0,-79.0,,,,,,,-77.0,,,,,-83.0,-71.0,-49.0,,,,,,,,-25.0,-73.0,,,,,-81.0,-41.0,,-23.0,,,,,,,,,,-71.0,,,,,,,-45.0,,-57.0,,,,,-81.0,,,,,-75.0,-75.0,,-79.0,-75.0,-79.0,,,-77.0,,,,,,,,,,,,,,,,-67.0,,-61.0,,,,,,,,,,-53.0,,,
wlan2,1,1.1,3.96,1.01,1621506289.4486294,,,-87.0,-81.0,,-81.0,,,-71.0,-71.0,,-71.0,,,,-67.0,,,-83.0,-81.0,-43.0,-81.0,-91.0,,,,-81.0,-81.0,-39.0,-23.0,-29.0,-47.0,-83.0,-83.0,,,,,,-77.0,-63.0,,,,-83.0,-71.0,-49.0,,,,,,-89.0,,-27.0,-73.0,,,,,-87.0,-35.0,,-23.0,,,,,,,,,,-71.0,,,,,,,-47.0,,-57.0,,,,,-81.0,,,,,-75.0,-75.0,,-77.0,-79.0,-79.0,,-77.0,-75.0,,,,,,,-57.0,,,,,,,,,-67.0,,-63.0,,-55.0,,,,,,,,-39.0,,,
wlan2,2,1.1,3.96,1.01,1621506293.9372518,,,-87.0,-81.0,,-81.0,,-53.0,-71.0,-71.0,,-73.0,,,,-71.0,,,-83.0,-79.0,-87.0,-81.0,-91.0,-91.0,,,-81.0,-79.0,-37.0,-23.0,-27.0,-47.0,-83.0,-83.0,,,,,,-77.0,-63.0,,,,-85.0,-71.0,-49.0,,,,,,-89.0,,-27.0,-69.0,,,,,-89.0,-35.0,,-23.0,,,,,,,,,,-71.0,,,,,,,-47.0,,-57.0,,,,,-73.0,,,,,-73.0,-75.0,-73.0,-73.0,-77.0,-79.0,,-77.0,-75.0,,,,,,,-57.0,,,,,,,,-63.0,-67.0,,-63.0,,-61.0,,,,,,,,-53.0,,,
wlan2,3,1.1,3.96,1.01,1621506298.550555,,,-87.0,-69.0,,-81.0,,-53.0,-69.0,-71.0,,-71.0,,,,-71.0,,,-85.0,-81.0,-41.0,-81.0,-91.0,-91.0,,,-81.0,-79.0,-37.0,-23.0,-29.0,-43.0,-87.0,-83.0,,,,,,-77.0,-63.0,,,,-85.0,-71.0,-51.0,,,,,,-89.0,,-25.0,-75.0,,,,,-85.0,-35.0,,-23.0,,,,,-69.0,,,,,-71.0,,,,,,,-47.0,,-57.0,,,,,-73.0,,,,,-75.0,-75.0,-75.0,-79.0,-77.0,-71.0,,-77.0,-77.0,,,,,,,-57.0,,,,,,,,-63.0,-67.0,,-65.0,,-63.0,,,,,,,,-51.0,,,
wlan2,4,1.1,3.96,1.01,1621506307.3253448,,,-83.0,-77.0,-77.0,-81.0,-65.0,-75.0,-63.0,-71.0,-69.0,-71.0,,,,-55.0,,,-85.0,-85.0,-37.0,-81.0,-91.0,-91.0,,,-81.0,-79.0,-41.0,-23.0,-27.0,-43.0,-75.0,-83.0,,-55.0,,,,-77.0,-63.0,,,,-81.0,-71.0,-51.0,,,,,,-89.0,,-27.0,-75.0,,,,,-85.0,-35.0,,-25.0,,,-55.0,-69.0,-69.0,,-65.0,,,-71.0,,,,,,,-51.0,,-57.0,,,,,-73.0,,,,,-71.0,-75.0,-75.0,-79.0,-75.0,-81.0,,-77.0,-87.0,,-87.0,,,,,-57.0,-63.0,,,,,,,-63.0,-63.0,,-67.0,,-63.0,,,,,,,,-53.0,,,
wlan0,0,1.1,5.18,1.01,1621506118.3795605,,,,,,,,-60.0,-60.0,-64.0,-65.0,-67.0,,,,-53.0,,,,,-44.0,,,,,,,,,-29.0,-24.0,-46.0,,,-86.0,-49.0,,,,,,,,,,,,-73.0,,,,,,,-31.0,-62.0,-71.0,,,,,-37.0,-46.0,,-38.0,-33.0,-50.0,,,,,,,,,,,,,,-40.0,-54.0,,-68.0,-50.0,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,-75.0,,-74.0,,,-63.0,-75.0,,,,,,,,,,-65.0,,
wlan0,1,1.1,5.18,1.01,1621506126.5091612,,,,,,,-63.0,-63.0,-61.0,-64.0,-65.0,-67.0,,,,-61.0,,,,,-53.0,,,,,,,,-35.0,-65.0,-25.0,-47.0,,,-86.0,-53.0,,,,,,,-60.0,,,-72.0,,-74.0,,,,,,,-31.0,-61.0,-71.0,,,,,-37.0,-46.0,-29.0,-38.0,-33.0,-50.0,,,,,-72.0,,,,,,,,,-42.0,-54.0,,-69.0,-49.0,,,,,,,,-68.0,-67.0,-69.0,,,,,,,,,,-86.0,-86.0,,,,-70.0,,,,-75.0,,-74.0,,,-65.0,-75.0,,-52.0,,,,,,,-60.0,-65.0,,
wlan0,2,1.1,5.18,1.01,1621506130.78525,,,,,,,-63.0,-63.0,-63.0,-62.0,-61.0,-58.0,,-89.0,-88.0,-52.0,,,,,-52.0,,,,,,,,-53.0,-29.0,-25.0,-46.0,,,-84.0,-53.0,,,,,,,-60.0,,,-72.0,,-79.0,,,,,,,-32.0,-63.0,-71.0,,,,,-36.0,-46.0,-29.0,-38.0,-33.0,-50.0,-68.0,,,,-72.0,,,,,,,,,-43.0,-55.0,,-71.0,-49.0,,,,,,,,-68.0,-67.0,-69.0,,,,,,,,,,-86.0,-83.0,-83.0,,,-73.0,,,,-75.0,,-70.0,,,-63.0,-76.0,,-55.0,-76.0,,,,,,-58.0,-65.0,,
wlan0,3,1.1,5.18,1.01,1621506135.0484867,,,,,,,-63.0,-66.0,-63.0,-62.0,-61.0,-58.0,-85.0,-86.0,-88.0,-52.0,,,,,-46.0,,,,,,,,-37.0,-36.0,-31.0,-46.0,,,-84.0,-52.0,,,,,,,-60.0,,,-72.0,,-74.0,,,,,,,-30.0,-64.0,-70.0,,,,,-43.0,-46.0,-31.0,-38.0,-33.0,-53.0,-68.0,-69.0,,-59.0,-72.0,,,,,,,,,-47.0,-55.0,-58.0,-71.0,-54.0,,,,,,,,-68.0,-67.0,-69.0,,,-69.0,,,,,,,-86.0,-83.0,-83.0,,,-72.0,,,,-75.0,,-70.0,,,-62.0,-76.0,-70.0,-57.0,-76.0,,,,,,-58.0,-65.0,,
wlan1,0,1.1,5.18,1.01,1621506143.286992,,,,,,,,,-61.0,-77.0,,-77.0,,,,-59.0,,,,-85.0,-53.0,,,,,,,,-45.0,-39.0,-39.0,-59.0,-87.0,,,-69.0,,,,,-85.0,,-75.0,,-87.0,-75.0,-61.0,,,-83.0,,,-89.0,,-41.0,-73.0,,,-85.0,,,,,-39.0,,,-65.0,,,,,,,,,,,,,,-59.0,,-69.0,,-61.0,,,-89.0,,,,,-77.0,-77.0,-69.0,-83.0,-83.0,-79.0,,,,,,,,,,-61.0,,,,,,,,-77.0,,,-83.0,,-77.0,-67.0,,,-71.0,,,,-63.0,,,
wlan1,1,1.1,5.18,1.01,1621506147.84922,,,,,,,,,-61.0,-81.0,,-77.0,,,,-67.0,,,,-85.0,-53.0,,,,,,,,-45.0,-39.0,-39.0,-59.0,-85.0,,,-69.0,,,,,-85.0,-85.0,-75.0,,-91.0,-75.0,-63.0,,,-81.0,,,-89.0,,-41.0,-73.0,,,-85.0,,,-45.0,,-39.0,,,-65.0,,,,-87.0,,,,,,,,,,-59.0,,-69.0,,-63.0,,,-91.0,,,,,-71.0,-71.0,-75.0,-83.0,-79.0,-81.0,,,,,,,,,,-61.0,,,,,,,,-77.0,,,-77.0,,-77.0,-69.0,,,-79.0,,,,-63.0,,,
